"","G","rho","var_entry_day","var_RLS","PopSize","assortative","iter","var_env_entry","var_env_RLS","OMEGA","Nc","meanK","varK","S","Ne","Ne_N","Nm","Nf","sex_ratio","mean_entry_day","sd_entry_day","mean_RLS","sd_RLS","Nb","breeders","sim"
"12074",10,-0.3,20,20,"variable",TRUE,62,20,1,2,405,2.281481,4.257206,462,292.9342,0.7232943,209,196,1.066327,8.681481,4.907539,8.150617,4.678213,292.9342,317,"EV"
"12075",11,-0.3,20,20,"variable",TRUE,62,20,1,2,462,NA,NA,NA,NA,NA,254,208,1.221154,9.192641,4.925443,8.073593,4.757799,NA,NA,"EV"
"12076",0,-0.3,20,20,"variable",TRUE,63,20,1,2,500,2.756,5.599663,689,363.2708,0.7265415,250,250,1,10.148,4.422807,6.458,3.836362,363.2708,415,"EV"
"12077",1,-0.3,20,20,"variable",TRUE,63,20,1,2,689,1.776488,3.981946,612,404.9094,0.5876769,344,345,0.9971014,10.57475,4.816457,7.193033,4.572308,404.9094,440,"EV"
"12078",2,-0.3,20,20,"variable",TRUE,63,20,1,2,612,2.803922,5.866564,858,439.9166,0.7188181,285,327,0.8715596,8.248366,4.439491,7.71732,4.720692,439.9166,502,"EV"
"12079",3,-0.3,20,20,"variable",TRUE,63,20,1,2,858,1.044289,2.581467,448,355.2872,0.4140877,407,451,0.902439,7.651515,4.295503,8.045455,4.606731,355.2872,371,"EV"
"12080",4,-0.3,20,20,"variable",TRUE,63,20,1,2,448,2.441964,5.173358,547,306.6996,0.6845973,231,217,1.064516,12.07366,4.889053,7.982143,4.388274,306.6996,344,"EV"
"12081",5,-0.3,20,20,"variable",TRUE,63,20,1,2,547,2.241316,4.908693,613,356.7047,0.6521109,275,272,1.011029,11.48263,5.035876,7.744059,4.297151,356.7047,413,"EV"
"12082",6,-0.3,20,20,"variable",TRUE,63,20,1,2,613,2.287113,5.518739,701,378.3697,0.6172426,282,331,0.8519637,10.24307,4.988677,7.477977,4.441514,378.3697,439,"EV"
"12083",7,-0.3,20,20,"variable",TRUE,63,20,1,2,701,1.777461,4.058977,623,406.3975,0.5797396,366,335,1.092537,8.557775,4.705151,7.766049,4.516894,406.3975,454,"EV"
"12084",8,-0.3,20,20,"variable",TRUE,63,20,1,2,623,2.648475,5.276553,825,452.651,0.7265667,301,322,0.9347826,7.072231,4.27769,7.738363,4.634269,452.651,518,"EV"
"12085",9,-0.3,20,20,"variable",TRUE,63,20,1,2,825,2.54303,5.828547,1049,546.5451,0.6624789,415,410,1.012195,7.242424,4.222788,7.929697,4.815015,546.5451,663,"EV"
"12086",10,-0.3,20,20,"variable",TRUE,63,20,1,2,1049,2.118208,4.854334,1111,651.0406,0.6206298,539,510,1.056863,8.64061,4.618614,7.86082,4.471888,651.0406,763,"EV"
"12087",11,-0.3,20,20,"variable",TRUE,63,20,1,2,1111,NA,NA,NA,NA,NA,578,533,1.084428,10.28083,4.834037,7.189019,4.254548,NA,NA,"EV"
"12088",0,-0.3,20,20,"variable",TRUE,64,20,1,2,500,2.52,5.408417,630,343.1348,0.6862697,250,250,1,10.21,4.106535,6.906,4.133683,343.1348,406,"EV"
"12089",1,-0.3,20,20,"variable",TRUE,64,20,1,2,630,2.085714,4.739859,657,390.6797,0.6201265,314,316,0.9936709,10.34921,4.917956,6.947619,4.347627,390.6797,431,"EV"
"12090",2,-0.3,20,20,"variable",TRUE,64,20,1,2,657,2.033486,4.200097,668,430.4681,0.6552026,318,339,0.9380531,12.71385,4.962082,6.74277,4.187585,430.4681,454,"EV"
"12091",3,-0.3,20,20,"variable",TRUE,64,20,1,2,668,2.218563,5.016626,741,425.3157,0.6367001,335,333,1.006006,10.4521,4.866966,7.431138,4.389204,425.3157,475,"EV"
"12092",4,-0.3,20,20,"variable",TRUE,64,20,1,2,741,1.854251,4.281431,687,433.7335,0.5853354,390,351,1.111111,12.61673,4.995289,7.681511,4.3853,433.7335,504,"EV"
"12093",5,-0.3,20,20,"variable",TRUE,64,20,1,2,687,2.459971,5.298322,845,467.1002,0.6799129,348,339,1.026549,10.69432,5.065721,7.599709,4.487254,467.1002,543,"EV"
"12094",6,-0.3,20,20,"variable",TRUE,64,20,1,2,845,2.04497,4.403189,864,539.687,0.6386828,454,391,1.161125,11.40237,5.160825,7.51716,4.487872,539.687,626,"EV"
"12095",7,-0.3,20,20,"variable",TRUE,64,20,1,2,864,2.335648,4.939353,1009,584.2774,0.676247,443,421,1.052257,10.74306,4.880609,7.357639,4.612504,584.2774,673,"EV"
"12096",8,-0.3,20,20,"variable",TRUE,64,20,1,2,1009,2.436075,5.250126,1229,683.8877,0.6777876,521,488,1.067623,11.87017,4.953754,7.740337,4.652398,683.8877,800,"EV"
"12097",9,-0.3,20,20,"variable",TRUE,64,20,1,2,1229,2.361269,4.432896,1451,895.4472,0.7285982,636,593,1.072513,12.78356,5.087542,7.790073,4.427652,895.4472,971,"EV"
"12098",10,-0.3,20,20,"variable",TRUE,64,20,1,2,1451,1.649897,3.900791,1197,793.5874,0.5469245,727,724,1.004144,12.71192,5.138334,7.804273,4.543917,793.5874,893,"EV"
"12099",11,-0.3,20,20,"variable",TRUE,64,20,1,2,1197,NA,NA,NA,NA,NA,584,613,0.9526917,10.05597,4.894305,7.778613,4.505509,NA,NA,"EV"
"12100",0,-0.3,20,20,"variable",TRUE,65,20,1,2,500,2.58,5.895391,645,333.2441,0.6664881,250,250,1,10.084,4.189516,6.466,4.051874,333.2441,405,"EV"
"12101",1,-0.3,20,20,"variable",TRUE,65,20,1,2,645,2.353488,4.738206,759,450.2849,0.6981161,323,322,1.003106,9.351938,4.747852,7.231008,4.248964,450.2849,508,"EV"
"12102",2,-0.3,20,20,"variable",TRUE,65,20,1,2,759,2.56917,5.546331,975,522.536,0.6884533,373,386,0.9663212,10.49802,4.842063,7.490119,4.361271,522.536,588,"EV"
"12103",3,-0.3,20,20,"variable",TRUE,65,20,1,2,975,2.494359,5.732771,1216,640.7124,0.6571409,461,514,0.8968872,11.72103,4.949449,7.738462,4.540747,640.7124,741,"EV"
"12104",4,-0.3,20,20,"variable",TRUE,65,20,1,2,1216,2.574013,5.113859,1565,878.4693,0.7224254,623,593,1.05059,11.0773,4.994049,7.648849,4.492065,878.4693,987,"EV"
"12105",5,-0.3,20,20,"variable",TRUE,65,20,1,2,1565,1.794249,3.666079,1404,988.9029,0.6318868,818,747,1.095047,11.1131,4.992769,8.198083,4.660507,988.9029,1044,"EV"
"12106",6,-0.3,20,20,"variable",TRUE,65,20,1,2,1404,2.413105,5.070847,1694,963.4417,0.686212,694,710,0.9774648,13.62892,5.141731,7.340456,4.297496,963.4417,1103,"EV"
"12107",7,-0.3,20,20,"variable",TRUE,65,20,1,2,1694,0.6528926,1.670349,553,499.2594,0.2947222,845,849,0.9952886,13.0242,5.145836,7.520661,4.470074,499.2594,492,"EV"
"12108",8,-0.3,20,20,"variable",TRUE,65,20,1,2,553,2.188065,4.109495,605,393.9722,0.7124271,272,281,0.9679715,8.238698,4.432769,7.106691,4.235526,393.9722,409,"EV"
"12109",9,-0.3,20,20,"variable",TRUE,65,20,1,2,605,2.003306,4.708598,606,360.7934,0.5963527,298,307,0.970684,9.826446,4.85941,7.290909,4.374596,360.7934,417,"EV"
"12110",10,-0.3,20,20,"variable",TRUE,65,20,1,2,606,1.19802,2.813616,363,284.3034,0.4691475,321,285,1.126316,11.85149,5.196094,7.112211,4.436954,284.3034,297,"EV"
"12111",11,-0.3,20,20,"variable",TRUE,65,20,1,2,363,NA,NA,NA,NA,NA,187,176,1.0625,8.104683,4.627572,7.650138,4.264257,NA,NA,"EV"
"12112",0,-0.3,20,20,"variable",TRUE,66,20,1,2,500,2.68,4.875351,670,382.3774,0.7647548,250,250,1,9.534,4.313938,6.376,4.178222,382.3774,430,"EV"
"12113",1,-0.3,20,20,"variable",TRUE,66,20,1,2,670,1.534328,3.630359,514,353.742,0.5279732,330,340,0.9705882,9.795522,4.923175,7.444776,4.498373,353.742,371,"EV"
"12114",2,-0.3,20,20,"variable",TRUE,66,20,1,2,514,1.883268,3.744632,484,336.3935,0.654462,268,246,1.089431,14.1284,5.261861,7.217899,4.176327,336.3935,356,"EV"
"12115",3,-0.3,20,20,"variable",TRUE,66,20,1,2,484,2.144628,4.811338,519,305.7793,0.6317753,237,247,0.9595142,12.47521,4.840457,7.293388,4.219235,305.7793,338,"EV"
"12116",4,-0.3,20,20,"variable",TRUE,66,20,1,2,519,1.953757,4.650367,507,303.5416,0.5848586,265,254,1.043307,10.27168,4.692616,7.803468,4.389342,303.5416,345,"EV"
"12117",5,-0.3,20,20,"variable",TRUE,66,20,1,2,507,2.473373,4.854527,627,364.3678,0.7186742,260,247,1.052632,9.114398,4.568617,7.096647,4.562752,364.3678,390,"EV"
"12118",6,-0.3,20,20,"variable",TRUE,66,20,1,2,627,2.62201,5.733892,822,431.1023,0.6875635,298,329,0.9057751,8.685805,4.652648,8.014354,4.672479,431.1023,494,"EV"
"12119",7,-0.3,20,20,"variable",TRUE,66,20,1,2,822,2.026764,4.505982,833,511.9994,0.6228704,417,405,1.02963,9.173966,4.822315,8.032847,4.769487,511.9994,574,"EV"
"12120",8,-0.3,20,20,"variable",TRUE,66,20,1,2,833,2.561825,5.623877,1067,567.4609,0.6812256,420,413,1.016949,9.331333,4.745513,7.373349,4.390342,567.4609,663,"EV"
"12121",9,-0.3,20,20,"variable",TRUE,66,20,1,2,1067,2.374883,5.084472,1267,720.1737,0.6749519,550,517,1.06383,9.746954,4.535422,7.51359,4.58079,720.1737,820,"EV"
"12122",10,-0.3,20,20,"variable",TRUE,66,20,1,2,1267,1.90371,4.185034,1206,776.9014,0.6131818,620,647,0.9582689,10.95659,4.866513,7.911602,4.715282,776.9014,834,"EV"
"12123",11,-0.3,20,20,"variable",TRUE,66,20,1,2,1206,NA,NA,NA,NA,NA,573,633,0.9052133,13.79187,4.896672,7.47927,4.388686,NA,NA,"EV"
"12124",0,-0.3,20,20,"variable",TRUE,67,20,1,2,500,2.732,5.607391,683,360.4189,0.7208377,250,250,1,10.192,4.348904,6.308,3.865102,360.4189,407,"EV"
"12125",1,-0.3,20,20,"variable",TRUE,67,20,1,2,683,2.740849,6.350631,936,460.8318,0.6747171,341,342,0.997076,9.991215,4.594072,6.986823,4.447953,460.8318,550,"EV"
"12126",2,-0.3,20,20,"variable",TRUE,67,20,1,2,936,2.376068,5.537566,1112,599.4669,0.6404561,447,489,0.9141104,10.78312,4.799618,7.388889,4.695025,599.4669,712,"EV"
"12127",3,-0.3,20,20,"variable",TRUE,67,20,1,2,1112,2.129496,4.260443,1184,755.8677,0.6797371,559,553,1.01085,10.51169,4.925534,6.906475,4.430103,755.8677,803,"EV"
"12128",4,-0.3,20,20,"variable",TRUE,67,20,1,2,1184,1.692568,3.849615,1002,674.7577,0.5698967,585,599,0.9766277,10.40118,4.886751,6.730574,4.345113,674.7577,729,"EV"
"12129",5,-0.3,20,20,"variable",TRUE,67,20,1,2,1002,1.481038,3.560579,742,513.665,0.5126398,493,509,0.9685658,14.0489,5.077679,6.932136,4.269328,513.665,564,"EV"
"12130",6,-0.3,20,20,"variable",TRUE,67,20,1,2,742,1.876011,3.890139,696,471.245,0.635101,398,344,1.156977,10.97978,5.13997,7.556604,4.510166,471.245,513,"EV"
"12131",7,-0.3,20,20,"variable",TRUE,67,20,1,2,696,2.175287,4.766352,757,449.1412,0.6453179,351,345,1.017391,9.087644,4.632331,7.762931,4.554685,449.1412,501,"EV"
"12132",8,-0.3,20,20,"variable",TRUE,67,20,1,2,757,2.454425,5.430791,929,506.1251,0.6685932,382,375,1.018667,10.92338,5.089355,7.445178,4.419619,506.1251,581,"EV"
"12133",9,-0.3,20,20,"variable",TRUE,67,20,1,2,929,2.622174,5.875413,1218,630.1065,0.6782632,443,486,0.9115226,11.39935,5.061565,7.244349,4.419726,630.1065,736,"EV"
"12134",10,-0.3,20,20,"variable",TRUE,67,20,1,2,1218,2.205255,4.495223,1343,827.458,0.679358,626,592,1.057432,12.01232,4.958896,7.994253,4.642606,827.458,923,"EV"
"12135",11,-0.3,20,20,"variable",TRUE,67,20,1,2,1343,NA,NA,NA,NA,NA,664,679,0.9779087,13.81534,5.288418,7.486969,4.489558,NA,NA,"EV"
"12136",0,-0.3,20,20,"variable",TRUE,68,20,1,2,500,2.772,5.759535,693,359.5035,0.7190069,250,250,1,10.468,4.346811,6.318,3.941567,359.5035,406,"EV"
"12137",1,-0.3,20,20,"variable",TRUE,68,20,1,2,693,2.1443,4.655448,743,447.6108,0.645903,362,331,1.093656,10.99711,4.758016,7.180375,4.495735,447.6108,517,"EV"
"12138",2,-0.3,20,20,"variable",TRUE,68,20,1,2,743,2.145357,4.348115,797,501.8737,0.6754693,375,368,1.019022,9.452221,4.831675,8.078062,4.451517,501.8737,569,"EV"
"12139",3,-0.3,20,20,"variable",TRUE,68,20,1,2,797,2.238394,4.490836,892,549.2084,0.6890947,420,377,1.114058,10.58093,4.791905,7.835634,4.500903,549.2084,616,"EV"
"12140",4,-0.3,20,20,"variable",TRUE,68,20,1,2,892,1.950673,4.172648,870,562.5043,0.6306102,442,450,0.9822222,10.7343,4.918646,7.688341,4.569375,562.5043,614,"EV"
"12141",5,-0.3,20,20,"variable",TRUE,68,20,1,2,870,2.485057,5.578027,1081,579.1374,0.6656752,419,451,0.9290466,8.867816,4.809345,7.664368,4.48293,579.1374,667,"EV"
"12142",6,-0.3,20,20,"variable",TRUE,68,20,1,2,1081,2.482886,5.353642,1342,736.9947,0.6817712,545,536,1.016791,8.158187,4.455329,7.231267,4.492811,736.9947,838,"EV"
"12143",7,-0.3,20,20,"variable",TRUE,68,20,1,2,1342,2.214605,4.5296,1486,911.0608,0.6788829,701,641,1.093604,8.272727,4.468481,7.289866,4.442544,911.0608,1016,"EV"
"12144",8,-0.3,20,20,"variable",TRUE,68,20,1,2,1486,2.149394,4.811336,1597,942.1889,0.6340437,698,788,0.8857868,9.724092,4.87534,7.750336,4.629751,942.1889,1080,"EV"
"12145",9,-0.3,20,20,"variable",TRUE,68,20,1,2,1597,2.08516,4.425074,1665,1037.622,0.6497318,821,776,1.05799,8.192862,4.568786,7.983093,4.640763,1037.622,1159,"EV"
"12146",10,-0.3,20,20,"variable",TRUE,68,20,1,2,1665,1.920721,4.180009,1599,1031.969,0.6198013,843,822,1.025547,9.409009,4.782811,7.424024,4.610857,1031.969,1119,"EV"
"12147",11,-0.3,20,20,"variable",TRUE,68,20,1,2,1599,NA,NA,NA,NA,NA,770,829,0.9288299,7.744215,4.573717,7.572858,4.692234,NA,NA,"EV"
"12148",0,-0.3,20,20,"variable",TRUE,69,20,1,2,500,2.46,5.812024,615,321.2464,0.6424927,250,250,1,10.072,4.014355,6.448,3.942383,321.2464,391,"EV"
"12149",1,-0.3,20,20,"variable",TRUE,69,20,1,2,615,1.736585,4.142226,534,341.4635,0.5552253,317,298,1.063758,8.622764,4.706099,7.131707,4.388379,341.4635,375,"EV"
"12150",2,-0.3,20,20,"variable",TRUE,69,20,1,2,534,2.06367,5.020329,551,314.6103,0.5891579,274,260,1.053846,11.77341,4.947678,7.417603,4.332753,314.6103,383,"EV"
"12151",3,-0.3,20,20,"variable",TRUE,69,20,1,2,551,1.822142,3.961036,502,334.4485,0.6069845,271,280,0.9678571,11.15064,5.119037,7.618875,4.617351,334.4485,359,"EV"
"12152",4,-0.3,20,20,"variable",TRUE,69,20,1,2,502,1.386454,2.836383,348,285.3341,0.5683947,257,245,1.04898,8.97012,4.65808,8.434263,4.665098,285.3341,295,"EV"
"12153",5,-0.3,20,20,"variable",TRUE,69,20,1,2,348,2.396552,5.922985,417,215.0975,0.6180963,164,184,0.8913043,12.03736,5.074805,7.735632,4.51117,215.0975,262,"EV"
"12154",6,-0.3,20,20,"variable",TRUE,69,20,1,2,417,2.067146,4.168557,431,278.8837,0.668786,220,197,1.116751,10.84652,5.053601,7.534772,4.447273,278.8837,295,"EV"
"12155",7,-0.3,20,20,"variable",TRUE,69,20,1,2,431,2.329466,5.002827,502,288.1716,0.6686117,206,225,0.9155556,9.563805,4.495992,7.640371,4.557452,288.1716,328,"EV"
"12156",8,-0.3,20,20,"variable",TRUE,69,20,1,2,502,2.203187,5.283982,553,306.537,0.6106315,252,250,1.008,8.878486,4.613092,7.091633,4.403271,306.537,358,"EV"
"12157",9,-0.3,20,20,"variable",TRUE,69,20,1,2,553,1.728752,3.810349,478,325.2802,0.5882101,287,266,1.078947,7.470163,4.371299,7.462929,4.527991,325.2802,355,"EV"
"12158",10,-0.3,20,20,"variable",TRUE,69,20,1,2,478,2.359833,5.492891,564,305.3565,0.638821,225,253,0.8893281,10.59414,5.037233,7.479079,4.618641,305.3565,352,"EV"
"12159",11,-0.3,20,20,"variable",TRUE,69,20,1,2,564,NA,NA,NA,NA,NA,284,280,1.014286,9.570922,4.504224,7.556738,4.53547,NA,NA,"EV"
"12160",0,-0.3,20,20,"variable",TRUE,7,20,1,2,500,2.444,5.341547,611,336.1274,0.6722549,250,250,1,9.788,4.437842,6.61,3.980149,336.1274,384,"EV"
"12161",1,-0.3,20,20,"variable",TRUE,7,20,1,2,611,2.350245,4.79516,718,422.9432,0.6922148,319,292,1.092466,11.67103,4.859481,7.446809,4.19309,422.9432,467,"EV"
"12162",2,-0.3,20,20,"variable",TRUE,7,20,1,2,718,1.832869,4.546645,658,396.5613,0.5523138,368,350,1.051429,12.06407,5.117456,7.604457,4.279246,396.5613,458,"EV"
"12163",3,-0.3,20,20,"variable",TRUE,7,20,1,2,658,2.483283,5.002003,817,466.6119,0.7091366,325,333,0.975976,9.793313,4.542023,7.536474,4.445103,466.6119,528,"EV"
"12164",4,-0.3,20,20,"variable",TRUE,7,20,1,2,817,1.422277,3.111905,581,444.4017,0.5439433,415,402,1.032338,9.26071,4.760369,7.821297,4.542543,444.4017,454,"EV"
"12165",5,-0.3,20,20,"variable",TRUE,7,20,1,2,581,2.802065,5.996961,814,412.4539,0.7099035,284,297,0.956229,7.370052,4.330613,7.005164,4.551427,412.4539,481,"EV"
"12166",6,-0.3,20,20,"variable",TRUE,7,20,1,2,814,1.130221,2.521767,460,388.7464,0.4775754,408,406,1.004926,7.567568,4.348274,7.357494,4.608801,388.7464,403,"EV"
"12167",7,-0.3,20,20,"variable",TRUE,7,20,1,2,460,1.304348,2.970351,300,231.6377,0.5035603,226,234,0.965812,11.38696,5.076135,7.81087,4.538997,231.6377,240,"EV"
"12168",8,-0.3,20,20,"variable",TRUE,7,20,1,2,300,2.26,4.98903,339,194.9511,0.6498371,149,151,0.986755,8.526667,4.525951,7.44,4.646688,194.9511,221,"EV"
"12169",9,-0.3,20,20,"variable",TRUE,7,20,1,2,339,2.271386,5.097729,385,218.448,0.6443893,176,163,1.079755,9.985251,4.917342,7.489676,4.545859,218.448,257,"EV"
"12170",10,-0.3,20,20,"variable",TRUE,7,20,1,2,385,2.379221,4.715192,458,271.9394,0.7063361,208,177,1.175141,10.91429,4.632924,7.696104,4.243698,271.9394,303,"EV"
"12171",11,-0.3,20,20,"variable",TRUE,7,20,1,2,458,NA,NA,NA,NA,NA,235,223,1.053812,11.24017,4.97072,7.637555,4.421411,NA,NA,"EV"
"12172",0,-0.3,20,20,"variable",TRUE,70,20,1,2,500,2.36,4.816032,590,346.4001,0.6928003,250,250,1,9.734,4.166289,6.468,4.251249,346.4001,393,"EV"
"12173",1,-0.3,20,20,"variable",TRUE,70,20,1,2,590,1.132203,2.529182,334,281.4804,0.4770854,303,287,1.055749,8.813559,4.456447,7.415254,4.568524,281.4804,280,"EV"
"12174",2,-0.3,20,20,"variable",TRUE,70,20,1,2,334,1.017964,2.360037,170,144.6699,0.4331435,166,168,0.9880952,6.850299,4.083408,6.655689,4.056435,144.6699,148,"EV"
"12175",3,-0.3,20,20,"variable",TRUE,70,20,1,2,170,2.282353,3.730456,194,132.3354,0.7784435,93,77,1.207792,10.57059,4.71787,7.764706,4.5408,132.3354,132,"EV"
"12176",4,-0.3,20,20,"variable",TRUE,70,20,1,2,194,2.515464,5.536029,244,130.7766,0.674106,90,104,0.8653846,10.00515,4.639878,7.731959,4.584306,130.7766,151,"EV"
"12177",5,-0.3,20,20,"variable",TRUE,70,20,1,2,244,1.836066,4.014167,224,147.5671,0.6047834,137,107,1.280374,9.385246,4.723545,7.303279,4.45903,147.5671,168,"EV"
"12178",6,-0.3,20,20,"variable",TRUE,70,20,1,2,224,2.633929,5.775705,295,153.6557,0.6859627,103,121,0.8512397,10.58929,4.81413,7.5,4.225695,153.6557,166,"EV"
"12179",7,-0.3,20,20,"variable",TRUE,70,20,1,2,295,2.108475,4.872547,311,181.3179,0.6146368,154,141,1.092199,12.0339,5.066114,7.552542,4.581438,181.3179,218,"EV"
"12180",8,-0.3,20,20,"variable",TRUE,70,20,1,2,311,2.180064,4.483601,339,208.8546,0.6715582,161,150,1.073333,11.09325,5.450746,7.434084,4.373084,208.8546,233,"EV"
"12181",9,-0.3,20,20,"variable",TRUE,70,20,1,2,339,2.525074,6.350701,428,211.3794,0.623538,174,165,1.054545,11.74631,5.288757,7.103245,4.456027,211.3794,251,"EV"
"12182",10,-0.3,20,20,"variable",TRUE,70,20,1,2,428,2.257009,4.519272,483,295.7657,0.6910414,208,220,0.9454545,10.3972,4.957543,8.203271,4.767993,295.7657,330,"EV"
"12183",11,-0.3,20,20,"variable",TRUE,70,20,1,2,483,NA,NA,NA,NA,NA,240,243,0.9876543,9.606625,4.74041,8.091097,4.587551,NA,NA,"EV"
"12184",0,-0.3,20,20,"variable",TRUE,71,20,1,2,500,2.648,5.952,662,339.3455,0.6786911,250,250,1,10.34,4.367442,6.304,4.165848,339.3455,395,"EV"
"12185",1,-0.3,20,20,"variable",TRUE,71,20,1,2,662,2.504532,6.150509,829,418.1519,0.6316493,320,342,0.9356725,9.935045,5.026436,6.632931,4.304204,418.1519,495,"EV"
"12186",2,-0.3,20,20,"variable",TRUE,71,20,1,2,829,2.66345,5.254955,1104,606.6376,0.7317703,404,425,0.9505882,8.833534,4.689518,6.995175,4.483731,606.6376,680,"EV"
"12187",3,-0.3,20,20,"variable",TRUE,71,20,1,2,1104,2.271739,5.024912,1254,719.3579,0.6515923,571,533,1.071295,8.97192,4.848767,7.896739,4.89011,719.3579,824,"EV"
"12188",4,-0.3,20,20,"variable",TRUE,71,20,1,2,1254,2.491228,5.456826,1562,847.9907,0.6762286,605,649,0.9322034,8.015152,4.524361,7.721691,4.624777,847.9907,988,"EV"
"12189",5,-0.3,20,20,"variable",TRUE,71,20,1,2,1562,2.425096,5.086314,1894,1074.816,0.6881027,787,775,1.015484,9.508323,4.871073,8.224712,4.812042,1074.816,1221,"EV"
"12190",6,-0.3,20,20,"variable",TRUE,71,20,1,2,1894,2.288279,4.602536,2167,1312.874,0.6931752,952,942,1.010616,9.951954,4.85656,7.932946,4.636068,1312.874,1446,"EV"
"12191",7,-0.3,20,20,"variable",TRUE,71,20,1,2,2167,2.025842,4.107365,2195,1437.121,0.6631844,1101,1066,1.032833,11.40517,5.141051,8.214121,4.654184,1437.121,1562,"EV"
"12192",8,-0.3,20,20,"variable",TRUE,71,20,1,2,2195,2.130296,4.753298,2338,1390.417,0.6334474,1067,1128,0.945922,10.08793,5.111252,8.119818,4.689613,1390.417,1549,"EV"
"12193",9,-0.3,20,20,"variable",TRUE,71,20,1,2,2338,2.519247,5.174854,2945,1647.742,0.7047657,1152,1186,0.9713322,8.955518,4.716225,7.911463,4.668225,1647.742,1848,"EV"
"12194",10,-0.3,20,20,"variable",TRUE,71,20,1,2,2945,1.714092,3.556136,2524,1809.42,0.614404,1524,1421,1.072484,8.234635,4.551221,8.297453,4.74719,1809.42,1891,"EV"
"12195",11,-0.3,20,20,"variable",TRUE,71,20,1,2,2524,NA,NA,NA,NA,NA,1251,1273,0.982718,7.316561,4.233385,7.464739,4.565716,NA,NA,"EV"
"12196",0,-0.3,20,20,"variable",TRUE,72,20,1,2,500,2.848,6.930758,712,332.1225,0.664245,250,250,1,9.918,4.401138,6.126,3.921336,332.1225,405,"EV"
"12197",1,-0.3,20,20,"variable",TRUE,72,20,1,2,712,2.533708,4.946823,902,516.9082,0.7259946,365,347,1.051873,10.51966,4.811748,7.255618,4.229938,516.9082,581,"EV"
"12198",2,-0.3,20,20,"variable",TRUE,72,20,1,2,902,2.609756,5.594489,1177,626.6254,0.6947067,449,453,0.99117,11.23171,4.865856,7.576497,4.370243,626.6254,724,"EV"
"12199",3,-0.3,20,20,"variable",TRUE,72,20,1,2,1177,2.608326,5.435747,1535,830.9129,0.7059583,575,602,0.9551495,11.14613,4.931578,7.59898,4.437081,830.9129,957,"EV"
"12200",4,-0.3,20,20,"variable",TRUE,72,20,1,2,1535,2.014332,4.205792,1546,996.0462,0.64889,776,759,1.022398,11.73029,4.978856,7.605863,4.5255,996.0462,1082,"EV"
"12201",5,-0.3,20,20,"variable",TRUE,72,20,1,2,1546,2.425614,5.035564,1875,1070.365,0.6923447,754,792,0.9520202,9.936611,4.709406,7.899094,4.574182,1070.365,1207,"EV"
"12202",6,-0.3,20,20,"variable",TRUE,72,20,1,2,1875,2.341333,5.006162,2195,1261.101,0.672587,942,933,1.009646,11.38987,4.883816,7.824,4.577678,1261.101,1438,"EV"
"12203",7,-0.3,20,20,"variable",TRUE,72,20,1,2,2195,1.90615,4.341234,2092,1313.592,0.5984472,1061,1134,0.9356261,10.58679,5.005658,7.885194,4.632092,1313.592,1468,"EV"
"12204",8,-0.3,20,20,"variable",TRUE,72,20,1,2,2092,2.498088,5.096601,2613,1476.42,0.7057457,1025,1067,0.9606373,13.44694,5.140639,7.4087,4.503974,1476.42,1655,"EV"
"12205",9,-0.3,20,20,"variable",TRUE,72,20,1,2,2613,1.216992,2.699068,1590,1305.235,0.4995158,1368,1245,1.098795,13.60926,5.110122,7.055492,4.254038,1305.235,1326,"EV"
"12206",10,-0.3,20,20,"variable",TRUE,72,20,1,2,1590,1.367296,3.152611,1087,812.5631,0.511046,750,840,0.8928571,10.15597,5.026382,7.730189,4.612843,812.5631,835,"EV"
"12207",11,-0.3,20,20,"variable",TRUE,72,20,1,2,1087,NA,NA,NA,NA,NA,560,527,1.062619,14.04692,5.201166,7.566697,4.366594,NA,NA,"EV"
"12208",0,-0.3,20,20,"variable",TRUE,73,20,1,2,500,1.96,4.359118,490,307.157,0.6143139,250,250,1,10.028,4.384708,6.762,3.941628,307.157,342,"EV"
"12209",1,-0.3,20,20,"variable",TRUE,73,20,1,2,490,2.004082,4.539861,491,299.7502,0.6117351,244,246,0.9918699,12.47143,5.066046,7.332653,4.252938,299.7502,338,"EV"
"12210",2,-0.3,20,20,"variable",TRUE,73,20,1,2,491,1.462322,4.028679,359,222.5462,0.4532508,266,225,1.182222,11.10387,4.922606,7.311609,4.465588,222.5462,271,"EV"
"12211",3,-0.3,20,20,"variable",TRUE,73,20,1,2,359,1.883008,4.701359,338,199.4239,0.5554983,181,178,1.016854,14.77716,5.437859,7.253482,4.580726,199.4239,232,"EV"
"12212",4,-0.3,20,20,"variable",TRUE,73,20,1,2,338,0.5029586,1.259635,85,83.68994,0.2476034,154,184,0.8369565,13.07692,5.244752,7.517751,4.43763,83.68994,74,"EV"
"12213",5,-0.3,20,20,"variable",TRUE,73,20,1,2,85,2.682353,5.933613,114,58.03137,0.6827219,37,48,0.7708333,7.541176,4.324771,7.882353,4.454564,58.03137,68,"EV"
"12214",6,-0.3,20,20,"variable",TRUE,73,20,1,2,114,1.614035,3.141748,92,71.0784,0.6234947,57,57,1,9.491228,4.773165,8.175439,4.671976,71.0784,71,"EV"
"12215",7,-0.3,20,20,"variable",TRUE,73,20,1,2,92,2.043478,3.53655,94,67.04803,0.728783,51,41,1.243902,12.06522,4.952088,7.434783,4.460583,67.04803,68,"EV"
